S/N,REGION,DISTRICT,YEAR,CROP,AREA (HA),YIELD (MT/HA),PRODUCTION (MT)
13388,ASHANTI,AHAFO ANO SOUTH,2015,RICE,906.17,2.89,2616.79
13389,ASHANTI,ATWIMA MPONUA,2015,RICE,981.39,2.25,2204.2
13390,ASHANTI,ATWIMA NWABIAGYA,2015,RICE,581.07,2.65,1538.14
13391,ASHANTI,EJUSU JUABEN,2015,RICE,668.41,2.81,1876.57
13392,ASHANTI,BOSUMTWE,2015,RICE,189.24,2.09,394.68
13393,ASHANTI,ATWIMA KWANWOMA,2015,RICE,269.3,2.09,561.66
13394,ASHANTI,KWABRE EAST,2015,RICE,112.82,2.09,235.29
13395,ASHANTI,OFFINSO,2015,RICE,189.24,2.33,440.22
13396,ASHANTI,OFFINSO NORTH,2015,RICE,306.91,2.41,738.56
13397,ASHANTI,ADANSI NORTH,2015,RICE,403.96,2.25,907.29
13398,ASHANTI,OBUASI MUNICIPAL (ADANSI WEST),2015,RICE,58.23,2.17,126.11
13399,ASHANTI,ADANSI  SOUTH,2015,RICE,2244.21,2.17,4860.5
13400,ASHANTI,ASANTE AKIM NORTH,2015,RICE,498.58,2.57,1279.78
13401,ASHANTI,ASANTE AKIM SOUTH,2015,RICE,462.19,1.93,889.78
13402,ASHANTI,KUMASI METROPOLITAN ASSEMBLY,2015,RICE,76.42,2.49,190.04
13403,ASHANTI,BEKWAI MUNICIPAL (AMANSIE EAST),2015,CASSAVA,4541.26,26.15,118733.84
13404,ASHANTI,BOSOME FREHO,2015,CASSAVA,2321.74,18.6,43192.75
13405,ASHANTI,AMANSIE CENTRAL,2015,CASSAVA,6899.88,17.4,120036.44
13406,ASHANTI,AMANSIE WEST,2015,CASSAVA,3709.73,26.15,96993.06
13407,ASHANTI,EJURA SEKYEREDUMASE,2015,CASSAVA,3606.45,16.09,58026.27
13408,ASHANTI,MAMPONG MUNICIPAL (SEKYERE WEST),2015,CASSAVA,7274.02,22.12,160924.55
13409,ASHANTI,SEKYERE CENTRAL,2015,CASSAVA,5545.62,22.12,122686.9
13410,ASHANTI,SEKYERE EAST,2015,CASSAVA,3532.67,41.23,145650.69
13411,ASHANTI,SEKYERE AFRAM PLAINS,2015,CASSAVA,1667.27,20.11,33532.13
13412,ASHANTI,SEKYERE SOUTH,2015,CASSAVA,4597.11,18.1,83211.4
13413,ASHANTI,AFIGYA KWABRE,2015,CASSAVA,4491.72,18.1,81303.76
13414,ASHANTI,AHAFO ANO NORTH,2015,CASSAVA,7250.83,18.1,131245.86
13415,ASHANTI,AHAFO ANO SOUTH,2015,CASSAVA,12601.48,19.61,247104.99
13416,ASHANTI,ATWIMA MPONUA,2015,CASSAVA,5639.42,19.11,107748.99
13417,ASHANTI,ATWIMA NWABIAGYA,2015,CASSAVA,6799.76,21.12,143594.67
13418,ASHANTI,EJUSU JUABEN,2015,CASSAVA,6219.06,19.11,118823.92
13419,ASHANTI,BOSUMTWE,2015,CASSAVA,2297.5,18.1,41586.62
13420,ASHANTI,ATWIMA KWANWOMA,2015,CASSAVA,3268.14,18.1,59156.02
13421,ASHANTI,KWABRE EAST,2015,CASSAVA,4426.38,18.1,80121.02
13422,ASHANTI,OFFINSO,2015,CASSAVA,4754.14,20.11,95615.32
13423,ASHANTI,OFFINSO NORTH,2015,CASSAVA,7325.66,16.09,117866.92
13424,ASHANTI,ADANSI NORTH,2015,CASSAVA,7251.89,20.11,145849.93
13425,ASHANTI,OBUASI MUNICIPAL (ADANSI WEST),2015,CASSAVA,349.95,20.11,7038.17
13426,ASHANTI,ADANSI  SOUTH,2015,CASSAVA,7146.5,20.11,143730.33
13427,ASHANTI,ASANTE AKIM NORTH,2015,CASSAVA,5165.16,20.11,103881.78
13428,ASHANTI,ASANTE AKIM SOUTH,2015,CASSAVA,7482.69,20.11,150491.86
13429,ASHANTI,KUMASI METROPOLITAN ASSEMBLY,2015,CASSAVA,401.59,15.08,6057.58
13430,ASHANTI,BEKWAI MUNICIPAL (AMANSIE EAST),2015,YAM,509.44,11.69,5957.55
13431,ASHANTI,BOSOME FREHO,2015,YAM,199.52,14.75,2941.96
13432,ASHANTI,AMANSIE CENTRAL,2015,YAM,808.21,12.2,9862.48
13433,ASHANTI,AMANSIE WEST,2015,YAM,517.54,11.9,6157.56
13434,ASHANTI,EJURA SEKYEREDUMASE,2015,YAM,10688.07,17.08,182594.06
13435,ASHANTI,MAMPONG MUNICIPAL (SEKYERE WEST),2015,YAM,5846.89,16.27,95131.31
13436,ASHANTI,SEKYERE CENTRAL,2015,YAM,2488.45,16.27,40488.07
13437,ASHANTI,SEKYERE EAST,2015,YAM,2158.28,16.78,36213.4
13438,ASHANTI,SEKYERE AFRAM PLAINS,2015,YAM,778.84,15.25,11880.08
13439,ASHANTI,SEKYERE SOUTH,2015,YAM,1309.55,15.25,19975.23
13440,ASHANTI,AFIGYA KWABRE,2015,YAM,854.8,15.25,13038.74
13441,ASHANTI,AHAFO ANO NORTH,2015,YAM,760.61,11.19,8508.14
13442,ASHANTI,AHAFO ANO SOUTH,2015,YAM,442.59,14.24,6301.03
13443,ASHANTI,ATWIMA MPONUA,2015,YAM,471.96,16.27,7679.06
13444,ASHANTI,ATWIMA NWABIAGYA,2015,YAM,1235.62,13.22,16334.47
13445,ASHANTI,EJUSU JUABEN,2015,YAM,380.81,13.73,5227.86
13446,ASHANTI,BOSUMTWE,2015,YAM,339.29,14.24,4830.31
13447,ASHANTI,ATWIMA KWANWOMA,2015,YAM,355.49,14.24,5061.01
13448,ASHANTI,KWABRE EAST,2015,YAM,194.46,12.2,2372.93
13449,ASHANTI,OFFINSO,2015,YAM,278.52,16.27,4531.63
13450,ASHANTI,OFFINSO NORTH,2015,YAM,872.02,16.27,14188.13
13451,ASHANTI,ADANSI NORTH,2015,YAM,617.81,11.69,7224.86
13452,ASHANTI,OBUASI MUNICIPAL (ADANSI WEST),2015,YAM,436.52,11.69,5104.78
13453,ASHANTI,ADANSI  SOUTH,2015,YAM,771.75,12.71,9809.95
13454,ASHANTI,ASANTE AKIM NORTH,2015,YAM,877.08,13.83,12129.94
13455,ASHANTI,ASANTE AKIM SOUTH,2015,YAM,273.46,12.2,3336.93
13456,ASHANTI,KUMASI METROPOLITAN ASSEMBLY,2015,YAM,7.29,10.68,77.86
13457,BRONG AHAFO,SUNYANI MUNICIPAL,2015,MAIZE,13677.15,1.72,23585.5
13458,BRONG AHAFO,SUNYANI WEST,2015,MAIZE,20372.44,1.78,36351.32
13459,BRONG AHAFO,ASUTIFI,2015,MAIZE,4482.04,1.82,8151.93
13460,BRONG AHAFO,WENCHI MUNICIPAL,2015,MAIZE,14315.55,1.92,27420.93
13461,BRONG AHAFO,DORMAA MUNICIPAL,2015,MAIZE,16867.4,1.78,30018.7
13462,BRONG AHAFO,DORMAA EAST,2015,MAIZE,12812.13,1.79,22916.37
13463,BRONG AHAFO,BEREKUM,2015,MAIZE,11304.3,1.95,22067.94
13464,BRONG AHAFO,TANO NORTH,2015,MAIZE,5078.12,1.79,9114.07
13465,BRONG AHAFO,TANO SOUTH,2015,MAIZE,5278.28,1.83,9678.23
13466,BRONG AHAFO,SENE,2015,MAIZE,7923.59,1.76,13924.76
13467,BRONG AHAFO,NKORANZA SOUTH,2015,MAIZE,15095.92,1.8,27202.26
13468,BRONG AHAFO,NKORANZA NORTH,2015,MAIZE,18402.56,1.73,31925.48
13469,BRONG AHAFO,TECHIMAN MUNICIPAL,2015,MAIZE,11178.21,2.22,24858.14
13470,BRONG AHAFO,ASUNAFO NORTH,2015,MAIZE,5062.25,1.76,8886.65
13471,BRONG AHAFO,ASUNAFO SOUTH,2015,MAIZE,4604.61,1.75,8078.46
13472,BRONG AHAFO,JAMAN NORTH,2015,MAIZE,2658.54,1.72,4574.53
13473,BRONG AHAFO,JAMAN SOUTH,2015,MAIZE,5466.98,1.83,10023.73
13474,BRONG AHAFO,KINTAMPO NORTH,2015,MAIZE,24305.14,1.95,47459.64
13475,BRONG AHAFO,KINTAMPO SOUTH,2015,MAIZE,10069.82,1.86,18735.45
13476,BRONG AHAFO,ATEBUBU -AMANTIN,2015,MAIZE,1577.49,2.01,3175.93
13477,BRONG AHAFO,PRU,2015,MAIZE,2728.2,1.69,4604.27
13478,BRONG AHAFO,TAIN,2015,MAIZE,1989.28,1.89,3756.71
13479,BRONG AHAFO,ASUTIFI,2015,RICE,390.0,1.69,657.36
13480,BRONG AHAFO,DORMAA MUNICIPAL,2015,RICE,1039.64,1.19,1237.69
13481,BRONG AHAFO,TANO NORTH,2015,RICE,173.45,2.25,390.31
13482,BRONG AHAFO,TANO SOUTH,2015,RICE,121.94,2.19,267.05
13483,BRONG AHAFO,SENE,2015,RICE,2002.54,1.67,3339.19
13484,BRONG AHAFO,ASUNAFO NORTH,2015,RICE,141.91,1.3,183.86
13485,BRONG AHAFO,ASUNAFO SOUTH,2015,RICE,113.53,1.29,146.88
13486,BRONG AHAFO,KINTAMPO NORTH,2015,RICE,50.46,1.79,90.44
13487,BRONG AHAFO,ATEBUBU -AMANTIN,2015,RICE,285.93,1.87,534.11
13488,BRONG AHAFO,PRU,2015,RICE,128.25,1.69,216.72
13489,BRONG AHAFO,SUNYANI MUNICIPAL,2015,CASSAVA,5618.21,14.94,83917.78
13490,BRONG AHAFO,SUNYANI WEST,2015,CASSAVA,7186.08,15.03,108013.28
13491,BRONG AHAFO,ASUTIFI,2015,CASSAVA,15880.92,17.89,284108.15
13492,BRONG AHAFO,WENCHI MUNICIPAL,2015,CASSAVA,11472.84,19.0,217973.47
13493,BRONG AHAFO,DORMAA MUNICIPAL,2015,CASSAVA,11479.06,17.08,196105.88
13494,BRONG AHAFO,DORMAA EAST,2015,CASSAVA,7411.1,28.78,213256.73
13495,BRONG AHAFO,BEREKUM,2015,CASSAVA,8937.49,20.3,181395.68
13496,BRONG AHAFO,TANO NORTH,2015,CASSAVA,3790.06,21.0,79602.47
13497,BRONG AHAFO,TANO SOUTH,2015,CASSAVA,10182.87,21.35,217371.34
13498,BRONG AHAFO,SENE,2015,CASSAVA,21271.0,18.22,387605.41
13499,BRONG AHAFO,NKORANZA SOUTH,2015,CASSAVA,3921.75,21.09,82693.44
13500,BRONG AHAFO,NKORANZA NORTH,2015,CASSAVA,4592.66,21.52,98850.77
13501,BRONG AHAFO,TECHIMAN MUNICIPAL,2015,CASSAVA,7107.27,21.3,151367.12
13502,BRONG AHAFO,ASUNAFO NORTH,2015,CASSAVA,4626.88,20.44,94595.67
13503,BRONG AHAFO,ASUNAFO SOUTH,2015,CASSAVA,14779.68,19.38,286436.41
13504,BRONG AHAFO,JAMAN NORTH,2015,CASSAVA,2213.89,18.81,41647.79
13505,BRONG AHAFO,JAMAN SOUTH,2015,CASSAVA,5090.4,18.75,95458.73
13506,BRONG AHAFO,KINTAMPO NORTH,2015,CASSAVA,5044.77,16.76,84550.02
13507,BRONG AHAFO,KINTAMPO SOUTH,2015,CASSAVA,4543.92,22.77,103487.22
13508,BRONG AHAFO,ATEBUBU -AMANTIN,2015,CASSAVA,21098.86,21.89,461878.96
13509,BRONG AHAFO,PRU,2015,CASSAVA,10125.84,18.56,187967.0
13510,BRONG AHAFO,TAIN,2015,CASSAVA,9582.47,15.93,152655.69
13511,BRONG AHAFO,SUNYANI MUNICIPAL,2015,YAM,413.28,16.96,7009.62
13512,BRONG AHAFO,SUNYANI WEST,2015,YAM,261.81,16.21,4244.91
13513,BRONG AHAFO,ASUTIFI,2015,YAM,143.45,12.0,1721.04
13514,BRONG AHAFO,WENCHI MUNICIPAL,2015,YAM,11293.04,16.97,191673.13
13515,BRONG AHAFO,DORMAA MUNICIPAL,2015,YAM,682.12,9.89,6743.68
13516,BRONG AHAFO,DORMAA EAST,2015,YAM,613.9,8.21,5042.71
13517,BRONG AHAFO,BEREKUM,2015,YAM,1278.97,12.63,16156.74
13518,BRONG AHAFO,TANO NORTH,2015,YAM,324.01,12.34,3999.04
13519,BRONG AHAFO,TANO SOUTH,2015,YAM,694.15,13.18,9152.14
13520,BRONG AHAFO,SENE,2015,YAM,21386.35,18.4,393481.85
13521,BRONG AHAFO,NKORANZA SOUTH,2015,YAM,7235.45,18.75,135676.47
13522,BRONG AHAFO,NKORANZA NORTH,2015,YAM,6630.57,18.39,121928.19
13523,BRONG AHAFO,TECHIMAN MUNICIPAL,2015,YAM,14196.05,18.4,261217.35
13524,BRONG AHAFO,ASUNAFO NORTH,2015,YAM,96.3,14.17,1364.79
13525,BRONG AHAFO,ASUNAFO SOUTH,2015,YAM,114.35,13.95,1595.6
13526,BRONG AHAFO,JAMAN NORTH,2015,YAM,8580.62,15.04,129073.28
13527,BRONG AHAFO,JAMAN SOUTH,2015,YAM,12569.0,15.01,188612.38
13528,BRONG AHAFO,KINTAMPO NORTH,2015,YAM,9178.48,18.07,165822.34
13529,BRONG AHAFO,KINTAMPO SOUTH,2015,YAM,8987.89,21.66,194683.7
13530,BRONG AHAFO,ATEBUBU -AMANTIN,2015,YAM,13276.19,14.76,195988.28
13531,BRONG AHAFO,PRU,2015,YAM,14021.5,16.87,236500.55
13532,BRONG AHAFO,TAIN,2015,YAM,8869.52,17.34,153820.19
13533,UPPER EAST,BUILSA,2015,MAIZE,4265.0,1.43,6081.99
13534,UPPER EAST,KASSENA NANKANA EAST,2015,MAIZE,2329.0,1.12,2609.52
13535,UPPER EAST,KASSENA NANKANA WEST,2015,MAIZE,1552.0,1.13,1754.74
13536,UPPER EAST,BOLGATANGA MUNICIPAL,2015,MAIZE,2081.0,1.63,3391.49
13537,UPPER EAST,BAWKU MUNICIPAL,2015,MAIZE,12635.0,1.39,17503.0
13538,UPPER EAST,BAWKU WEST,2015,MAIZE,7043.0,1.43,10043.48
13539,UPPER EAST,BONGO,2015,MAIZE,830.0,1.36,1132.87
13540,UPPER EAST,GARU TEMPANE,2015,MAIZE,10200.0,1.43,14545.43
13541,UPPER EAST,TALENSI NABDAM,2015,MAIZE,2564.0,1.53,3917.49
13542,UPPER EAST,BUILSA,2015,RICE,9894.92,2.18,21616.01
13543,UPPER EAST,KASSENA NANKANA EAST,2015,RICE,4645.09,3.28,15221.19
13544,UPPER EAST,KASSENA NANKANA WEST,2015,RICE,2565.75,2.85,7314.57
13545,UPPER EAST,BOLGATANGA MUNICIPAL,2015,RICE,3021.5,2.56,7722.74
13546,UPPER EAST,BAWKU MUNICIPAL,2015,RICE,5678.18,3.72,21149.36
13547,UPPER EAST,BAWKU WEST,2015,RICE,7226.18,2.95,21311.11
13548,UPPER EAST,BONGO,2015,RICE,3286.62,2.91,9549.14
13549,UPPER EAST,GARU TEMPANE,2015,RICE,4997.85,2.41,12064.49
13550,UPPER EAST,TALENSI NABDAM,2015,RICE,2234.9,2.29,5126.38
13551,UPPER EAST,BUILSA,2015,SOYABEAN,292.27,0.47,138.09
13552,UPPER EAST,KASSENA NANKANA EAST,2015,SOYABEAN,445.83,0.88,391.81
13553,UPPER EAST,KASSENA NANKANA WEST,2015,SOYABEAN,309.11,0.85,262.89
13554,UPPER EAST,BOLGATANGA MUNICIPAL,2015,SOYABEAN,305.15,0.32,98.04
13555,UPPER EAST,BAWKU MUNICIPAL,2015,SOYABEAN,6499.22,1.16,7554.26
13556,UPPER EAST,BAWKU WEST,2015,SOYABEAN,4161.09,1.05,4364.71
13557,UPPER EAST,BONGO,2015,SOYABEAN,297.22,0.65,193.8
13558,UPPER EAST,GARU TEMPANE,2015,SOYABEAN,1634.71,0.6,988.66
13559,UPPER EAST,TALENSI NABDAM,2015,SOYABEAN,1775.4,0.94,1677.73
13560,UPPER WEST,WA WEST,2015,MAIZE,5260.0,1.08,5702.96
13561,UPPER WEST,WA EAST,2015,MAIZE,8540.0,1.19,10185.09
13562,UPPER WEST,WA MUNICIPAL,2015,MAIZE,6540.0,1.54,10068.86
13563,UPPER WEST,LAWRA,2015,MAIZE,3200.0,1.26,4024.6
13564,UPPER WEST,SISSALA EAST,2015,MAIZE,10250.0,3.21,32895.01
13565,UPPER WEST,SISSALA WEST,2015,MAIZE,9330.0,2.73,25491.57
13566,UPPER WEST,JIRAPA,2015,MAIZE,4120.0,1.84,7593.82
13567,UPPER WEST,LAMBUSSIE-KARNI,2015,MAIZE,2350.0,0.87,2038.32
13568,UPPER WEST,NADOWLI,2015,MAIZE,11250.0,1.34,15124.76
13569,UPPER WEST,WA WEST,2015,RICE,1660.9,1.81,3000.9
13570,UPPER WEST,WA EAST,2015,RICE,914.54,1.64,1496.88
13571,UPPER WEST,WA MUNICIPAL,2015,RICE,562.39,1.4,788.99
13572,UPPER WEST,LAWRA,2015,RICE,220.75,1.26,279.2
13573,UPPER WEST,SISSALA EAST,2015,RICE,194.47,2.66,516.72
13574,UPPER WEST,SISSALA WEST,2015,RICE,504.58,1.22,616.72
13575,UPPER WEST,JIRAPA,2015,RICE,714.82,1.07,767.32
13576,UPPER WEST,LAMBUSSIE-KARNI,2015,RICE,483.55,0.89,431.7
13577,UPPER WEST,NADOWLI,2015,RICE,331.13,1.14,376.57
13578,UPPER WEST,WA WEST,2015,YAM,6530.0,14.08,91961.86
13579,UPPER WEST,WA EAST,2015,YAM,5920.0,20.65,122236.03
13580,UPPER WEST,WA MUNICIPAL,2015,YAM,5640.0,26.21,147807.75
13581,UPPER WEST,SISSALA EAST,2015,YAM,3550.0,15.04,53377.67
13582,UPPER WEST,SISSALA WEST,2015,YAM,2680.0,18.37,49235.37
13583,UPPER WEST,JIRAPA,2015,YAM,870.0,17.34,15089.54
13584,UPPER WEST,LAMBUSSIE-KARNI,2015,YAM,530.0,10.85,5752.31
13585,UPPER WEST,NADOWLI,2015,YAM,5620.0,23.56,132406.48
13586,UPPER WEST,WA WEST,2015,SOYABEAN,3610.26,1.45,5238.61
13587,UPPER WEST,WA EAST,2015,SOYABEAN,3412.43,1.22,4154.0
13588,UPPER WEST,WA MUNICIPAL,2015,SOYABEAN,3224.5,1.27,4082.23
13589,UPPER WEST,LAWRA,2015,SOYABEAN,286.84,0.93,265.37
13590,UPPER WEST,SISSALA EAST,2015,SOYABEAN,1216.61,1.64,1990.45
13591,UPPER WEST,SISSALA WEST,2015,SOYABEAN,237.39,1.49,353.7
13592,UPPER WEST,JIRAPA,2015,SOYABEAN,237.39,0.63,150.27
13593,UPPER WEST,LAMBUSSIE-KARNI,2015,SOYABEAN,187.93,0.54,100.66
13594,UPPER WEST,NADOWLI,2015,SOYABEAN,939.66,1.21,1134.7
13595,WESTERN,SEKONDI-TAKORADI MUNICIPAL (STMA),2015,COCOYAM,22.01,4.87,107.16
13596,WESTERN,SHAMA,2015,COCOYAM,26.02,3.87,100.7
13597,WESTERN,AHANTA WEST,2015,COCOYAM,202.13,5.23,1056.25
13598,WESTERN,MPORHOR WASSA EAST,2015,COCOYAM,1956.31,4.82,9427.3
13599,WESTERN,TARKWA NSUAEM,2015,COCOYAM,312.21,5.3,1655.13
13600,WESTERN,PRESTEA HUNI-VALLEY,2015,COCOYAM,229.15,6.45,1478.16
13601,WESTERN,NZEMA EAST,2015,COCOYAM,148.1,5.24,775.49
13602,WESTERN,ELLEMBELE,2015,COCOYAM,56.04,4.5,252.12
13603,WESTERN,JOMORO,2015,COCOYAM,112.07,4.25,476.29
13604,WESTERN,AMENFI EAST,2015,COCOYAM,1343.9,6.48,8712.57
13605,WESTERN,AMENFI  WEST (WASSA AMENFI),2015,COCOYAM,1063.71,4.65,4941.43
13606,WESTERN,AOWIN -SUAMAN,2015,COCOYAM,6648.44,5.1,33912.37
13607,WESTERN,BIBIANI-ANHWIASO-BEKWAI,2015,COCOYAM,7596.07,6.42,48751.68
13608,WESTERN,SEFWI-WIAWSO,2015,COCOYAM,4523.02,7.58,34275.55
13609,WESTERN,AKONTOMBRA,2015,COCOYAM,7335.9,6.98,51217.45
13610,WESTERN,BIA,2015,COCOYAM,4144.77,4.81,19950.87
13611,WESTERN,JUABESO,2015,COCOYAM,7737.16,6.3,48776.48
13612,WESTERN,SEKONDI-TAKORADI MUNICIPAL (STMA),2015,PLANTAIN,364.22,8.97,3268.29
13613,WESTERN,SHAMA,2015,PLANTAIN,277.99,4.76,1323.88
13614,WESTERN,AHANTA WEST,2015,PLANTAIN,327.7,7.07,2316.3
13615,WESTERN,MPORHOR WASSA EAST,2015,PLANTAIN,1985.48,7.82,15527.05
13616,WESTERN,TARKWA NSUAEM,2015,PLANTAIN,694.97,7.85,5455.77
13617,WESTERN,PRESTEA HUNI-VALLEY,2015,PLANTAIN,625.98,9.59,6006.21
13618,WESTERN,NZEMA EAST,2015,PLANTAIN,383.5,9.25,3548.93
13619,WESTERN,ELLEMBELE,2015,PLANTAIN,323.64,5.15,1667.85
13620,WESTERN,JOMORO,2015,PLANTAIN,346.98,10.75,3729.27
13621,WESTERN,AMENFI EAST,2015,PLANTAIN,5074.79,10.65,54034.56
13622,WESTERN,AMENFI  WEST (WASSA AMENFI),2015,PLANTAIN,6505.3,9.42,61305.82
13623,WESTERN,AOWIN -SUAMAN,2015,PLANTAIN,13425.56,9.06,121689.81
13624,WESTERN,BIBIANI-ANHWIASO-BEKWAI,2015,PLANTAIN,9689.98,9.59,92974.58
13625,WESTERN,SEFWI-WIAWSO,2015,PLANTAIN,7217.52,9.74,70264.59
13626,WESTERN,AKONTOMBRA,2015,PLANTAIN,6303.41,9.93,62566.23
13627,WESTERN,BIA,2015,PLANTAIN,6215.14,7.97,49539.04
13628,WESTERN,JUABESO,2015,PLANTAIN,10168.85,8.84,89871.81
13629,CENTRAL,UPPER DENKYIRA EAST,2015,COCOYAM,1559.0,5.54,8634.92
13630,CENTRAL,UPPER DENKYIRA WEST,2015,COCOYAM,3310.0,5.04,16666.61
13631,CENTRAL,TWIFO HERMAN LOWER DENKYIRA,2015,COCOYAM,629.0,3.38,2123.86
13632,CENTRAL,ASSIN SOUTH,2015,COCOYAM,798.0,3.95,3151.46
13633,CENTRAL,ASSIN NORTH,2015,COCOYAM,1232.0,2.27,2797.61
13634,CENTRAL,ABURA-ASEBU-KWAMANKESE,2015,COCOYAM,648.0,4.34,2814.99
13635,CENTRAL,ASIKUMA-ODOBEN-BRAKWA,2015,COCOYAM,19.3,5.04,97.18
13636,CENTRAL,AJUMAKO-ENYAN-ESIAM,2015,COCOYAM,908.0,5.92,5378.81
13637,CENTRAL,AGONA WEST (SWEDRU),2015,COCOYAM,35.2,2.96,104.26
13638,CENTRAL,UPPER DENKYIRA EAST,2015,PLANTAIN,2489.74,8.72,21721.83
13639,CENTRAL,UPPER DENKYIRA WEST,2015,PLANTAIN,3695.68,8.95,33079.12
13640,CENTRAL,TWIFO HERMAN LOWER DENKYIRA,2015,PLANTAIN,2989.58,8.88,26553.21
13641,CENTRAL,ASSIN SOUTH,2015,PLANTAIN,1845.73,11.31,20877.84
13642,CENTRAL,ASSIN NORTH,2015,PLANTAIN,2036.2,7.08,14420.21
13643,CENTRAL,ABURA-ASEBU-KWAMANKESE,2015,PLANTAIN,1555.3,1.51,2355.88
13644,CENTRAL,ASIKUMA-ODOBEN-BRAKWA,2015,PLANTAIN,546.14,9.15,4995.84
13645,CENTRAL,MFANTSIMAN,2015,PLANTAIN,463.01,7.28,3370.1
13646,CENTRAL,KOMENDA-EDINA-EGUAFO-ABIREM,2015,PLANTAIN,636.64,8.26,5260.08
13647,CENTRAL,AJUMAKO-ENYAN-ESIAM,2015,PLANTAIN,734.51,7.38,5418.45
13648,CENTRAL,EFFUTU (WINNEBA),2015,PLANTAIN,16.89,11.26,190.21
13649,CENTRAL,AWUTU-SENYA,2015,PLANTAIN,59.98,13.58,814.75
13650,CENTRAL,GOMOA EAST,2015,PLANTAIN,17.89,9.84,175.96
13651,CENTRAL,GOMOA WEST,2015,PLANTAIN,19.99,8.71,174.24
13652,CENTRAL,CAPE COAST,2015,PLANTAIN,138.9,6.59,915.39
13653,CENTRAL,AGONA EAST,2015,PLANTAIN,1544.78,6.71,10362.59
13654,CENTRAL,AGONA WEST (SWEDRU),2015,PLANTAIN,1404.82,12.1,16995.91
13655,VOLTA,NKWANTA NORTH,2015,SORGHUM,305.0,1.05,320.92
13656,VOLTA,NKWANTA SOUTH,2015,SORGHUM,340.0,0.95,322.27
13657,VOLTA,KRACHI WEST,2015,SORGHUM,2585.0,1.13,2922.26
13658,VOLTA,KRACHI EAST,2015,SORGHUM,1320.0,1.23,1618.48
13659,VOLTA,KPANDO MUNICIPAL (NORTH DAYI),2015,COCOYAM,120.0,6.43,772.14
13660,VOLTA,SOUTH DAYI,2015,COCOYAM,110.0,5.15,566.24
13661,VOLTA,HOHOE MUNICIPAL,2015,COCOYAM,255.0,3.81,971.86
13662,VOLTA,JASIKAN,2015,COCOYAM,2210.0,10.59,23408.82
13663,VOLTA,BIAKOYE,2015,COCOYAM,1400.0,10.59,14829.12
13664,VOLTA,KADJEBI,2015,COCOYAM,2304.0,8.72,20093.79
13665,VOLTA,NKWANTA NORTH,2015,COCOYAM,450.0,5.84,2628.26
13666,VOLTA,NKWANTA SOUTH,2015,COCOYAM,458.0,6.53,2992.35
13667,VOLTA,KRACHI WEST,2015,COCOYAM,85.0,3.54,301.24
13668,VOLTA,KRACHI EAST,2015,COCOYAM,121.0,4.08,493.5
13669,VOLTA,HO MUNICIPAL,2015,COCOYAM,480.0,3.62,1739.11
13670,VOLTA,ADAKLU ANYIGBE,2015,COCOYAM,31.0,5.28,163.57
13671,VOLTA,KPANDO MUNICIPAL (NORTH DAYI),2015,PLANTAIN,276.94,4.88,1350.71
13672,VOLTA,SOUTH DAYI,2015,PLANTAIN,199.4,5.5,1096.82
13673,VOLTA,HOHOE MUNICIPAL,2015,PLANTAIN,700.12,6.16,4313.19
13674,VOLTA,JASIKAN,2015,PLANTAIN,3745.4,8.21,30731.25
13675,VOLTA,BIAKOYE,2015,PLANTAIN,1196.4,8.2,9805.58
13676,VOLTA,KADJEBI,2015,PLANTAIN,2797.14,7.21,20181.26
13677,VOLTA,NKWANTA NORTH,2015,PLANTAIN,307.96,6.55,2018.66
13678,VOLTA,NKWANTA SOUTH,2015,PLANTAIN,273.62,6.28,1718.3
13679,VOLTA,KRACHI WEST,2015,PLANTAIN,167.27,4.79,802.03
13680,VOLTA,KRACHI EAST,2015,PLANTAIN,232.63,5.7,1326.54
13681,VOLTA,HO MUNICIPAL,2015,PLANTAIN,354.49,9.57,3392.83
13682,VOLTA,ADAKLU ANYIGBE,2015,PLANTAIN,57.6,5.0,287.81
13683,VOLTA,NORTH TONGU,2015,COWPEA,52.69,1.56,82.42
13684,VOLTA,SOUTH TONGU (SOGAKOPE),2015,COWPEA,36.59,1.52,55.53
13685,VOLTA,AKATSI,2015,COWPEA,538.65,2.7,1452.4
13686,VOLTA,KETA MUNICIPAL,2015,COWPEA,376.18,1.28,483.01
13687,VOLTA,NKWANTA NORTH,2015,COWPEA,300.06,1.4,420.3
13688,VOLTA,NKWANTA SOUTH,2015,COWPEA,580.37,1.42,826.48
13689,VOLTA,KRACHI WEST,2015,COWPEA,203.46,1.46,296.86
13690,EASTERN,BIRIM SOUTH,2015,COCOYAM,1768.0,9.16,16192.99
13691,EASTERN,BIRIM CENTRAL,2015,COCOYAM,2379.0,9.26,22023.39
13692,EASTERN,WEST AKIM,2015,COCOYAM,1248.0,6.99,8726.4
13693,EASTERN,SUHUM KRABOA COALTAR,2015,COCOYAM,561.0,7.98,4475.17
13694,EASTERN,AKUAPIM SOUTH,2015,COCOYAM,285.0,5.22,1487.59
13695,EASTERN,AKUAPIM NORTH,2015,COCOYAM,317.0,7.98,2528.75
13696,EASTERN,NEW JUABEN,2015,COCOYAM,324.0,7.68,2488.87
13697,EASTERN,YILO KROBO,2015,COCOYAM,832.0,5.22,4342.71
13698,EASTERN,EAST AKIM,2015,COCOYAM,2258.0,8.37,18901.87
